"phone_id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips_panel";"cpu_brand";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
420;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";1.8;8;"SSD";256;0;"AMD";"windows";1.0;64755.4464
421;"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;1;"Intel";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;101178.72
422;"Chuwi";"Notebook";12.3;2736;1824;0;1;"Intel";1.1;6;"Flash Storage";64;0;"Intel";"windows";1.0;23922.72
423;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.9;8;"SSD";256;0;"Intel";"windows";2.0;76030.56
424;"Asus";"Notebook";35.6;1920;1080;0;0;"Intel";2.4;8;"HDD";1024;0;"Nvidia";"linux";2.0;31808.16
425;"Dell";"Gaming";27.3;2560;1440;0;1;"Intel";2.9;16;"Hybrid";256;1024;"Nvidia";"windows";4.0;149130.72
426;"Dell";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;61751.52
427;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"Hybrid";256;2048;"AMD";"windows";2.0;60867.072
428;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Intel";"linux";1.0;58554.72
429;"HP";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;12;"Hybrid";256;1024;"Nvidia";"windows";3.0;106506.72
430;"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;1;"Intel";1.1;4;"SSD";32;0;"Intel";"windows";1.0;15930.72
431;"Samsung";"Netbook";11.6;1366;768;0;0;"Intel";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.0;14332.32
432;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;53812.8
433;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";2.7;4;"SSD";128;0;"Intel";"windows";1.0;31914.72
434;"Lenovo";"Workstation";15.6;3840;2160;0;1;"Intel";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;130269.6
435;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.9;16;"SSD";512;0;"Nvidia";"windows";2.0;130482.72
436;"Asus";"Gaming";17.3;1920;1080;0;0;"AMD";3.2;8;"Hybrid";256;1024;"AMD";"windows";3.0;90309.6
437;"HP";"Notebook";15.6;1366;768;0;0;"Intel";1.6;4;"HDD";500;0;"Intel";"windows";2.0;18488.16
438;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";1.3;16;"SSD";512;0;"Intel";"Other";1.0;117162.72
439;"Lenovo";"Ultrabook";24.0;2560;1440;0;0;"Intel";2.7;24;"SSD";512;0;"Intel";"windows";1.0;126912.96
440;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;4;"SSD";256;0;"Intel";"linux";2.0;29783.52
441;"Lenovo";"Notebook";17.3;1600;900;0;0;"AMD";2.5;8;"HDD";1024;0;"AMD";"windows";2.0;27652.32
442;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;4;"SSD";256;0;"AMD";"windows";2.0;39906.72
443;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;76137.12
444;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";1.1;4;"SSD";128;0;"Intel";"windows";2.0;18594.72
445;"HP";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;58554.72
446;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";1.0;62817.12
447;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";2.5;4;"HDD";500;0;"Intel";"linux";2.0;23539.104
448;"Dell";"Workstation";15.6;1920;1080;0;0;"Intel";3.0;8;"HDD";64;1024;"Nvidia";"windows";2.0;106187.04
449;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;54757.9872
450;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";2.5;16;"SSD";512;0;"Intel";"windows";1.0;137941.92
451;"HP";"Notebook";15.6;1366;768;0;0;"Intel";2.5;8;"SSD";128;0;"Intel";"windows";1.0;31381.92
452;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";2.7;16;"SSD";256;0;"Nvidia";"windows";2.0;105228.0
453;"HP";"Workstation";15.6;1920;1080;0;1;"Intel";2.9;8;"SSD";512;0;"Intel";"windows";2.0;81731.52
454;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;71661.6
455;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.0;52161.12
456;"Dell";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";1.6;4;"HDD";500;0;"Intel";"windows";1.0;25521.12
457;"Dell";"Notebook";17.3;1920;1080;0;1;"Intel";2.7;8;"HDD";1024;0;"Nvidia";"windows";4.0;109010.88
458;"Microsoft";"Ultrabook";13.5;2256;1504;1;0;"Intel";2.2;4;"SSD";128;0;"Intel";"windows";1.0;52693.92
459;"Microsoft";"Ultrabook";33.5;2256;1504;1;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;95850.72
460;"HP";"Notebook";17.3;1600;900;0;0;"Intel";2.0;8;"SSD";256;0;"Intel";"windows";2.0;34093.872
461;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";1024;0;"Nvidia";"windows";2.0;28984.32
462;"Acer";"Netbook";11.6;1366;768;0;0;"Intel";1.6;4;"SSD";128;0;"Intel";"windows";1.0;23176.8
463;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;39906.72
464;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";2.7;8;"SSD";512;0;"AMD";"N/A";1.0;42570.72
465;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.9;8;"SSD";256;0;"Nvidia";"windows";2.0;111355.2
466;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";1.1;4;"HDD";500;0;"Intel";"windows";2.0;16197.12
467;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";500;0;"Nvidia";"windows";2.0;24988.32
468;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"HDD";2048;0;"AMD";"windows";2.0;40439.52
469;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";2.8;12;"HDD";1024;0;"Nvidia";"windows";3.0;90522.72
470;"Lenovo";"Ultrabook";14.0;2560;1440;0;1;"Intel";2.6;12;"SSD";256;0;"Intel";"windows";1.0;98994.24
471;"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;"Intel";1.8;8;"SSD";512;0;"Intel";"windows";1.0;106506.72
472;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";500;0;"AMD";"windows";1.0;61485.12
473;"Google";"Ultrabook";12.3;2400;1600;1;0;"Intel";1.2;8;"SSD";128;0;"Intel";"Other";1.0;67932.0
474;"Dell";"Ultrabook";13.3;1920;1080;1;0;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";1.0;98133.768
475;"Asus";"Notebook";15.6;3840;2160;0;1;"Intel";2.6;12;"Hybrid";128;1024;"Intel";"windows";2.0;69210.72
476;"Dell";"Notebook";14.0;1366;768;0;0;"Intel";2.3;8;"SSD";128;0;"Intel";"windows";1.0;39427.2
477;"Dell";"Workstation";0.0;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";1.0;128298.24
478;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";2.5;8;"SSD";180;0;"Intel";"windows";1.0;72673.92
480;"Toshiba";"Notebook";13.3;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;89084.16
481;"Dell";"Notebook";15.6;1920;1080;0;1;"Intel";1.8;8;"SSD";512;0;"Nvidia";"windows";2.0;67239.36
482;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.4;4;"HDD";1024;0;"Intel";"windows";2.0;31254.048
483;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";1.6;4;"SSD";128;0;"Intel";"windows";1.0;38681.28
484;"Chuwi";"Notebook";15.6;1920;1080;0;0;"Intel";1.4;4;"Flash Storage";64;0;"Intel";"windows";1.0;13261.392
485;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"SSD";128;0;"Intel";"windows";2.0;30103.2
486;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";1.0;55890.72
487;"Dell";"Workstation";15.6;1920;1080;0;1;"Intel";2.7;16;"SSD";512;0;"Nvidia";"windows";2.0;124568.64
488;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;16;"SSD";512;0;"Nvidia";"windows";2.0;101178.72
489;"Lenovo";"Ultrabook";12.5;1920;1080;0;1;"Intel";2.7;16;"SSD";512;0;"Intel";"windows";1.0;95797.44
490;"Asus";"Ultrabook";12.5;1920;1080;0;0;"Intel";2.7;16;"SSD";512;0;"Intel";"windows";0.0;103896.0
491;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;53918.8272
492;"Toshiba";"Ultrabook";13.3;1920;1080;1;0;"Intel";2.7;32;"SSD";512;0;"Intel";"windows";1.0;149130.72
493;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";1.0;71928.0
494;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";2.5;8;"HDD";1024;0;"AMD";"windows";2.0;30849.12
495;"Asus";"Gaming";17.3;1920;1080;1;1;"Intel";2.6;24;"Hybrid";256;1024;"Nvidia";"windows";4.0;67612.32
496;"Lenovo";"Ultrabook";12.5;1366;768;0;1;"Intel";2.3;8;"SSD";180;0;"Intel";"windows";1.0;58554.72
497;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;8;"SSD";256;0;"Intel";"windows";2.0;47893.392
498;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";2.8;8;"SSD";1024;0;"Intel";"windows";1.0;93186.72
499;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";2.4;8;"SSD";256;0;"Intel";"windows";1.0;50562.72
500;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";2.0;48538.08
501;"Asus";"Netbook";11.6;1366;768;0;0;"Intel";1.1;4;"Flash Storage";64;0;"Intel";"windows";1.0;18115.2
502;"HP";"Notebook";15.6;1366;768;0;0;"Intel";2.5;8;"SSD";256;0;"AMD";"windows";1.0;32979.7872
503;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";1.6;8;"SSD";256;0;"Intel";"windows";1.0;85194.72
504;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";1.1;4;"HDD";500;0;"Intel";"windows";2.0;15930.72
505;"Lenovo";"Netbook";11.6;1366;768;0;0;"Intel";1.6;4;"SSD";16;0;"Intel";"Other";1.0;14119.2
506;"Lenovo";"Notebook";13.3;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;50562.72
507;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"Hybrid";256;1024;"Intel";"windows";2.0;65214.72
508;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";1.6;4;"HDD";1024;0;"Nvidia";"windows";2.0;32660.64
509;"HP";"Ultrabook";13.3;1920;1080;0;1;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;70489.44
510;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;8;"Hybrid";256;1024;"Nvidia";"N/A";2.0;61218.72
511;"Dell";"Ultrabook";13.3;1920;1080;1;1;"Intel";2.5;8;"SSD";128;0;"Intel";"windows";1.0;47898.72
512;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;4;"HDD";500;0;"Nvidia";"windows";2.0;34045.92
513;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;44542.08
514;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.8;16;"Hybrid";256;2048;"AMD";"windows";2.0;64961.1072
515;"Xiaomi";"Notebook";15.6;1920;1080;0;1;"Intel";1.8;16;"SSD";256;0;"Nvidia";"N/A";1.0;74589.336
516;"Asus";"Netbook";11.6;1366;768;0;0;"Intel";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.0;13053.6
517;"HP";"Notebook";15.6;1366;768;1;0;"Intel";1.6;4;"HDD";1024;0;"Intel";"windows";2.0;27783.9216
518;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";2.8;24;"SSD";512;0;"Nvidia";"windows";2.0;158135.04
519;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;47365.92
520;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;80133.12
521;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";3.0;74538.72
522;"HP";"Ultrabook";13.3;1920;1080;0;1;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;74538.72
523;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";2.6;8;"SSD";256;0;"Intel";"windows";1.0;68184.0144
524;"HP";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"SSD";128;0;"Intel";"windows";1.0;36709.92
525;"Dell";"Notebook";17.3;1920;1080;0;1;"Intel";1.6;8;"Hybrid";128;1024;"AMD";"linux";2.0;47365.92
526;"Lenovo";"Notebook";24.0;1920;1080;0;0;"Intel";2.3;8;"SSD";256;0;"Intel";"windows";2.0;71395.2
527;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;4;"HDD";1024;0;"Nvidia";"windows";2.0;42570.72
528;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";2.0;8;"HDD";2048;0;"Nvidia";"N/A";2.0;24455.52
529;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;4;"HDD";500;0;"AMD";"windows";2.0;31168.8
530;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Intel";"windows";1.0;73366.56
531;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";4.0;160520.3856
532;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;8;"HDD";500;0;"Intel";"windows";2.0;45820.8
533;"Asus";"Notebook";15.6;3840;2160;0;1;"Intel";2.7;8;"Hybrid";256;1024;"Nvidia";"windows";2.0;69210.72
534;"Mediacom";"Notebook";13.3;1920;1080;0;1;"Intel";1.1;4;"SSD";32;0;"Intel";"windows";1.0;19660.32
535;"Asus";"Gaming";15.6;1920;1080;0;1;"Intel";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;87858.72
536;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";1.0;72940.32
537;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;8;"SSD";256;0;"AMD";"windows";2.0;42486.0048
538;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;4;"SSD";256;0;"Intel";"windows";1.0;21258.1872
539;"HP";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;12;"HDD";1024;0;"Nvidia";"windows";2.0;95850.72
540;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";2.7;8;"SSD";256;0;"Nvidia";"windows";1.0;45767.52
541;"Dell";"Ultrabook";13.3;3200;1800;1;0;"Intel";1.8;8;"SSD";256;0;"Intel";"windows";1.0;74538.72
542;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";2.0;4;"SSD";128;0;"Intel";"windows";1.0;39207.1536
543;"HP";"Ultrabook";13.3;3200;1800;0;1;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;61005.6
544;"Acer";"Gaming";15.6;1920;1080;0;0;"Intel";2.5;8;"HDD";1024;0;"Nvidia";"linux";2.0;42517.44
545;"Asus";"Notebook";15.6;1366;768;0;0;"AMD";1.8;4;"HDD";500;0;"AMD";"windows";2.0;18594.72
546;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.4;4;"SSD";128;0;"Intel";"windows";2.0;37589.04
547;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";2.5;4;"HDD";500;0;"Intel";"windows";1.0;41824.8
548;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.3;4;"HDD";1024;0;"Intel";"N/A";2.0;24634.008
549;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"HDD";500;0;"Intel";"windows";1.0;21152.16
550;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;92121.12
551;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.0;4;"SSD";128;0;"Intel";"windows";2.0;26586.72
552;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;59513.2272
553;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.0;143802.72
554;"HP";"Notebook";17.3;1600;900;0;0;"Intel";2.0;8;"HDD";1024;0;"Intel";"windows";2.0;28992.312
555;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.0;68198.4
556;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";1.1;4;"HDD";500;0;"Intel";"linux";2.0;11934.72
557;"Mediacom";"Notebook";13.3;1920;1080;0;1;"Intel";1.4;4;"Flash Storage";32;0;"Intel";"windows";1.0;13586.4
558;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";2.7;6;"Hybrid";128;1024;"Nvidia";"windows";2.0;50562.72
559;"HP";"Notebook";15.6;1920;1080;0;1;"AMD";2.5;6;"SSD";128;0;"AMD";"windows";1.0;30310.992
560;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";1024;0;"AMD";"windows";2.0;32921.712
561;"Acer";"2 in 1 Convertible";11.6;1920;1080;1;1;"Intel";2.0;4;"Flash Storage";32;0;"Intel";"windows";1.0;18594.72
562;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;4;"SSD";128;0;"Intel";"windows";2.0;33566.4
563;"HP";"Ultrabook";13.3;3200;1800;1;1;"Intel";1.2;16;"SSD";512;0;"Intel";"windows";1.0;104695.2
564;"Lenovo";"Notebook";17.3;1920;1080;0;1;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";3.0;159786.72
565;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;44701.92
566;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";1.6;8;"SSD";128;0;"Intel";"windows";1.0;85194.72
567;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.6;4;"HDD";500;0;"Intel";"windows";1.0;51095.52
569;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";1.1;4;"HDD";500;0;"Intel";"windows";2.0;18328.32
570;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";2.5;4;"HDD";500;0;"Intel";"windows";2.0;52747.2
571;"HP";"Workstation";17.3;1600;900;0;0;"Intel";2.8;8;"HDD";500;0;"Nvidia";"windows";3.0;99153.5472
572;"HP";"Notebook";14.0;1366;768;0;0;"Intel";1.6;8;"HDD";2048;0;"Intel";"windows";1.0;20725.92
573;"HP";"Notebook";15.6;1920;1080;0;1;"AMD";3.0;6;"SSD";256;0;"AMD";"windows";1.0;34578.72
574;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";2.0;44222.4
575;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;4;"HDD";500;0;"Intel";"windows";2.0;36496.8
576;"Mediacom";"Notebook";14.0;1920;1080;0;0;"Intel";1.4;4;"SSD";32;0;"Intel";"windows";1.0;13266.72
577;"Toshiba";"Ultrabook";14.0;1920;1080;1;0;"Intel";2.7;16;"SSD";512;0;"Intel";"windows";1.0;99367.2
578;"Lenovo";"Gaming";17.3;1920;1080;0;1;"Intel";2.7;32;"Hybrid";256;1024;"Nvidia";"windows";4.0;141884.64
579;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.9;16;"Hybrid";512;1024;"Nvidia";"windows";4.0;145401.12
580;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"AMD";"linux";2.0;39907.2528
581;"Mediacom";"Notebook";14.0;1920;1080;0;1;"Intel";1.1;4;"SSD";32;0;"Intel";"windows";1.0;20725.92
582;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.6;8;"HDD";500;0;"Intel";"windows";1.0;53733.9456
583;"HP";"Notebook";13.3;1920;1080;0;0;"Intel";2.4;4;"SSD";128;0;"Intel";"windows";1.0;38308.32
584;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;16;"SSD";256;0;"Nvidia";"windows";1.0;81912.1392
585;"Dell";"Netbook";11.6;1366;768;0;0;"Intel";1.6;4;"Flash Storage";16;0;"Intel";"Other";1.0;15717.6
586;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.0;125154.72
587;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.0;79813.44
588;"Lenovo";"Ultrabook";14.0;1920;1080;0;1;"Intel";2.6;12;"SSD";256;0;"Intel";"windows";8.0;89137.44
589;"Lenovo";"Notebook";15.6;1366;768;1;0;"Intel";1.8;12;"HDD";1024;0;"Intel";"windows";2.0;32447.52
590;"Asus";"Gaming";17.3;1920;1080;0;1;"Intel";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.0;94305.6
591;"Asus";"2 in 1 Convertible";15.6;1366;768;1;0;"Intel";2.5;8;"HDD";1024;0;"Intel";"windows";2.0;39373.92
592;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";3.6;12;"SSD";512;0;"AMD";"windows";2.0;50562.72
593;"Dell";"2 in 1 Convertible";31.6;1366;768;1;0;"Intel";1.0;4;"SSD";128;0;"Intel";"windows";1.0;32127.84
594;"Samsung";"Notebook";15.6;1920;1080;0;0;"Intel";2.8;16;"Hybrid";128;1024;"Nvidia";"windows";2.0;90522.72
595;"Lenovo";"Notebook";17.3;1920;1080;0;0;"Intel";2.0;4;"HDD";500;0;"Intel";"N/A";2.0;28185.12
596;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";2.3;8;"HDD";1024;0;"Intel";"windows";2.0;24455.52
597;"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;107892.0
598;"Lenovo";"Notebook";14.0;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;78534.72
599;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";1.0;88977.6
600;"Dell";"Workstation";15.6;1920;1080;1;0;"Intel";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;93932.64
601;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";256;0;"Intel";"windows";1.0;64948.32
602;"HP";"Notebook";15.6;1366;768;0;0;"Intel";2.4;4;"HDD";500;0;"Intel";"windows";2.0;35616.6144
603;"Acer";"Notebook";14.0;1920;1080;0;0;"Intel";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.0;17529.12
604;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";2.7;16;"Hybrid";128;1024;"Nvidia";"windows";4.0;117162.72
605;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";1024;0;"AMD";"linux";2.0;24775.2
606;"MSI";"Gaming";15.6;3840;2160;0;0;"Intel";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";1.0;122490.72
607;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";2.0;74538.72
608;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;6;"HDD";1024;0;"Intel";"windows";2.0;30049.92
609;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";2.8;8;"SSD";256;0;"Intel";"windows";2.0;69210.72
610;"Acer";"Notebook";14.0;1366;768;0;0;"Intel";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.0;18594.72
611;"Lenovo";"Notebook";15.6;3840;2160;0;1;"Intel";3.1;32;"SSD";1024;0;"Nvidia";"windows";2.0;261018.72
612;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";2.6;16;"HDD";1024;0;"Nvidia";"windows";2.0;46833.6528
613;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";1024;0;"Intel";"linux";2.0;23650.992
614;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.0;4;"HDD";1024;0;"Intel";"linux";2.0;19127.52
615;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";2.6;4;"HDD";500;0;"Intel";"linux";1.0;46300.32
616;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";3.0;62231.04
618;"HP";"Ultrabook";15.6;1920;1080;0;0;"Intel";2.7;8;"SSD";512;0;"Intel";"windows";1.0;74005.92
619;"MSI";"Gaming";15.6;1920;1080;0;0;"Intel";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.0;120831.5808
620;"Acer";"2 in 1 Convertible";11.6;1366;768;1;1;"Intel";1.6;4;"Flash Storage";32;0;"Intel";"Other";1.0;20193.12
621;"HP";"Notebook";14.0;1366;768;0;0;"Intel";2.6;8;"SSD";256;0;"Intel";"windows";2.0;59886.72
622;"Lenovo";"Notebook";14.0;1920;1080;0;0;"Intel";2.3;8;"SSD";256;0;"Intel";"windows";1.0;78055.2
623;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";1.6;4;"HDD";1024;0;"AMD";"windows";2.0;41345.28
624;"Fujitsu";"Notebook";15.6;1366;768;0;0;"Intel";2.5;8;"SSD";256;0;"Intel";"windows";2.0;42570.72
625;"HP";"Notebook";15.6;1366;768;0;0;"Intel";2.3;4;"HDD";500;0;"Intel";"windows";1.0;49656.96
627;"Mediacom";"Notebook";14.0;1920;1080;0;0;"Intel";1.4;2;"Flash Storage";32;0;"Intel";"windows";1.0;12733.92
628;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";2.5;4;"SSD";128;0;"Intel";"N/A";2.0;24935.04
